Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No. of_Trades,Deliverable_Qty,% Dly Qt to_Traded_Qty
BHARTIARTL,EQ,02-08-2017,417.05,420.85,422.65,412.75,414,415.85,416.52,1978308,823999376.8,39754,1233072,62.33
BHARTIARTL,EQ,01-08-2017,418.95,420.15,423,413.75,419.5,417.05,417.81,2206614,921944294.1,26468,1267032,57.42
BHARTIARTL,EQ,31-07-2017,413.3,415,421.45,410,420,418.95,416.45,2662076,1108616650,22651,1869997,70.25
BHARTIARTL,EQ,28-07-2017,416.05,413.05,415.5,408.2,412.95,413.3,412,1748552,720403360.2,22832,727022,41.58
BHARTIARTL,EQ,27-07-2017,426.25,426,426.75,411.45,414.05,416.05,416.51,13918157,5797023566,86560,9297724,66.8
BHARTIARTL,EQ,26-07-2017,427.8,430,430.05,421.75,426.4,426.25,425.29,5195656,2209636108,78071,2586488,49.78
BHARTIARTL,EQ,25-07-2017,420.05,422.65,431.6,418.65,427.5,427.8,425.52,6430068,2736099985,83243,2280846,35.47
BHARTIARTL,EQ,24-07-2017,411.3,407,422.5,406.05,419,420.05,416.62,4889853,2037207675,88246,2760261,56.45
BHARTIARTL,EQ,21-07-2017,419.8,417,417,402.6,411,411.3,408.89,10944639,4475122187,120208,5013965,45.81
BHARTIARTL,EQ,20-07-2017,421.25,422,424.5,416.1,420.45,419.8,420.15,3069917,1289837050,29970,1769729,57.65
BHARTIARTL,EQ,19-07-2017,408.3,410,422.8,407.25,420.5,421.25,418.88,4600139,1926887530,68760,2141418,46.55
BHARTIARTL,EQ,18-07-2017,408.45,406.2,430,406.2,408.5,408.3,414.77,3640766,1510069980,47942,1413098,38.81
BHARTIARTL,EQ,17-07-2017,407,409.5,410,405.95,409,408.45,407.88,2269037,925486749.4,59516,1626564,71.69
BHARTIARTL,EQ,14-07-2017,403.15,405.05,408.6,402.2,405.95,407,406.22,2184660,887449965.7,37219,1169138,53.52
BHARTIARTL,EQ,13-07-2017,397.1,402.25,404.9,398.7,403.95,403.15,401.44,2594966,1041720310,46805,1453269,56
BHARTIARTL,EQ,12-07-2017,395.45,397.8,402.3,394.45,399,397.1,397.28,2608465,1036278350,39662,1147573,43.99
BHARTIARTL,EQ,11-07-2017,405.7,404.15,408.9,393.45,394.45,395.45,401.71,5565524,2235742085,68716,3113596,55.94
BHARTIARTL,EQ,10-07-2017,385.9,388.1,410.15,388,405,405.7,404.08,1901518,768356181.1,14555,881739,46.37
BHARTIARTL,EQ,07-07-2017,381.3,384,387.55,383,387.55,385.9,385.28,4371065,1684069449,37883,3261760,74.62
BHARTIARTL,EQ,06-07-2017,376.3,376.55,382.85,373.95,381.2,381.3,379.89,2162556,821536733.2,28573,1129739,52.24
BHARTIARTL,EQ,05-07-2017,379.3,377,378.5,373.35,376.65,376.3,375.4,2107618,791197606.7,20814,1439189,68.29
BHARTIARTL,EQ,04-07-2017,382.05,383.9,383.9,378.1,379.2,379.3,379.82,1655289,628705844.6,21597,990563,59.84
BHARTIARTL,EQ,03-07-2017,379.7,381.45,384.15,376.8,381.6,382.05,381.42,1521063,580163410.8,15671,738339,48.54
BHARTIARTL,EQ,30-06-2017,382.45,382.45,383.9,372.6,381.1,379.7,377.53,3269881,1234487809,32968,2045156,62.55
BHARTIARTL,EQ,29-06-2017,377.2,377.75,386.35,377.7,382.5,382.45,382.89,4234116,1621181899,34061,2192774,51.79
BHARTIARTL,EQ,28-06-2017,371.45,374.9,381.65,367.5,378.7,377.2,372.97,3794226,1415125622,57586,2351766,61.98
BHARTIARTL,EQ,27-06-2017,366.2,365,375.9,365,371.05,371.45,372.33,3809540,1418409358,52304,2077811,54.54
BHARTIARTL,EQ,23-06-2017,366.2,365.9,368.55,363.25,364.95,366.2,365.53,5120076,1871543898,42486,4326511,84.5
BHARTIARTL,EQ,22-06-2017,367.3,367.75,368.95,362.5,363.3,366.2,367.45,6320827,2322561298,28109,5598962,88.58
BHARTIARTL,EQ,21-06-2017,366.6,366.4,368.2,364.5,367.5,367.3,366.86,2654891,973970713.1,28640,1999535,75.32
BHARTIARTL,EQ,20-06-2017,367.5,368.75,370.85,365.75,366.5,366.6,367.18,2301754,845152198,33163,1625850,70.64
BHARTIARTL,EQ,19-06-2017,364.85,364,368.75,363.25,367,367.5,366.48,1701672,623631903.8,18433,1043084,61.3
BHARTIARTL,EQ,16-06-2017,365.3,366,367.5,360.6,365,364.85,362.86,4472274,1622806903,33192,3690747,82.53
BHARTIARTL,EQ,15-06-2017,365.5,365.5,370.5,364.45,364.95,365.3,367.15,2544387,934183783.6,28333,1582532,62.2
BHARTIARTL,EQ,14-06-2017,363.2,363.5,368.55,361.55,366.5,365.5,364.45,2107709,768157657.7,57594,1353631,64.22
BHARTIARTL,EQ,13-06-2017,365.2,364,368.5,362.1,362.95,363.2,364.86,1133452,413553759.2,32176,583306,51.46
BHARTIARTL,EQ,12-06-2017,367.8,366.9,371.8,363.55,364.5,365.2,366.36,2219230,813037425.9,21833,1363603,61.44
BHARTIARTL,EQ,09-06-2017,367.7,367.75,371.1,366.25,367,367.8,368.51,2888545,1064470402,25291,2029453,70.26
BHARTIARTL,EQ,08-06-2017,372.8,372.95,374.3,366.7,367.5,367.7,368.85,3477533,1282687982,59054,2299744,66.13
BHARTIARTL,EQ,07-06-2017,369,373.45,375.25,371,372,372.8,373.05,3882379,1448305386,51333,2852719,73.48
BHARTIARTL,EQ,06-06-2017,372.4,370,372.5,367,369.7,369,368.66,3304788,1218333117,33959,1862281,56.35
BHARTIARTL,EQ,05-06-2017,373.25,373.2,377.8,371.35,371.5,372.4,374.15,2332623,872743274.3,30175,1346989,57.75
BHARTIARTL,EQ,02-06-2017,366.9,370.8,381.35,369.8,373,373.25,375.37,5180320,1944516483,52574,2431473,46.94
BHARTIARTL,EQ,01-06-2017,371.55,370,373.4,365.85,366.05,366.9,368.02,2223961,818462128.2,40508,1356619,61
BHARTIARTL,EQ,31-05-2017,370.7,374,376.9,368.05,371.25,371.55,371.49,15400633,5721142915,131293,13034088,84.63
BHARTIARTL,EQ,30-05-2017,373.1,374.8,376.8,369.35,370,370.7,373.12,1958269,730666738,24709,813916,41.56
BHARTIARTL,EQ,29-05-2017,373.6,374.7,378.9,367.9,372.75,373.1,373.38,1996158,745326754,25167,959863,48.09
BHARTIARTL,EQ,26-05-2017,370.7,369,380.45,368.5,372.95,373.6,375.5,2858455,1073339550,35489,1670294,58.43
BHARTIARTL,EQ,25-05-2017,368.35,367,376.35,360.75,369,370.7,370.87,14179868,5258923086,71972,8947526,63.1
BHARTIARTL,EQ,24-05-2017,371.9,368,373,365.65,367.4,368.35,369.97,6943292,2568788209,65413,5209312,75.03
BHARTIARTL,EQ,23-05-2017,372.55,372.05,376.25,371,371.8,371.9,372.53,5814307,2166006489,88357,4770682,82.05
BHARTIARTL,EQ,22-05-2017,372.75,374,378.6,371.4,372.05,372.55,374.86,2737412,1026155283,40493,1753434,64.05
BHARTIARTL,EQ,19-05-2017,370.75,373,379.5,368.15,373,372.75,373.75,5431034,2029856413,68709,3831595,70.55
BHARTIARTL,EQ,18-05-2017,375.95,373.7,381.6,368.6,371.05,370.75,374.58,3319974,1243592538,49006,1625998,48.98
BHARTIARTL,EQ,17-05-2017,374.35,371.2,380.9,371.2,374.6,375.95,376.91,5265901,1984776063,64485,3717681,70.6
BHARTIARTL,EQ,16-05-2017,364.15,365.9,377.65,365.45,373,374.35,374.54,5858910,2194394385,62906,3196527,54.56
BHARTIARTL,EQ,15-05-2017,365.1,366,369.95,361.4,364,364.15,364.97,3724158,1359207084,61172,2423268,65.07
BHARTIARTL,EQ,12-05-2017,366,362.25,370.3,361.5,364,365.1,365,3668575,1339027492,55804,1945354,53.03
BHARTIARTL,EQ,11-05-2017,372.75,370,370.85,362.45,363.9,366,366,7263857,2658586706,138683,3306145,45.52
BHARTIARTL,EQ,10-05-2017,345.25,336.5,380.4,336.5,372.8,372.75,363.5,24411321,8873508071,172771,7345796,30.09
BHARTIARTL,EQ,09-05-2017,351.3,350,351,343.6,345.7,345.25,346.81,2817923,977280815.7,38928,1184809,42.05
BHARTIARTL,EQ,08-05-2017,344.75,344.75,355.25,344.3,352.3,351.3,351.06,2664070,935246768.7,20779,1179363,44.27
BHARTIARTL,EQ,05-05-2017,346,346.45,349,343.15,344.5,344.75,345.47,1539822,531965483.5,15597,798896,51.88
BHARTIARTL,EQ,04-05-2017,346.35,346.7,351.4,343.7,345.9,346,347.08,1213003,421005298.8,18765,503647,41.52
BHARTIARTL,EQ,03-05-2017,347.6,348.1,350,343.85,346.55,346.35,347.21,2358454,818890363,58903,1528716,64.82
BHARTIARTL,EQ,02-05-2017,355.5,355.5,355.95,346.7,348,347.6,349.24,2195524,766756927.1,45431,1281422,58.37
BHARTIARTL,EQ,28-04-2017,357.9,355.3,357.9,350.5,355,355.5,354.59,2690876,954167364.8,39219,1729174,64.26
BHARTIARTL,EQ,27-04-2017,357.55,354.25,361.95,353.75,355,357.9,358,4486798,1606253803,40286,2836392,63.22
BHARTIARTL,EQ,26-04-2017,353.95,353.95,360,352,356.45,357.55,356.91,2949212,1052591345,39805,1740873,59.03
BHARTIARTL,EQ,25-04-2017,344.65,343,359.8,341.4,353.35,353.95,352.14,4278330,1506560119,49392,1944747,45.46
BHARTIARTL,EQ,24-04-2017,342.8,344,346.45,338.65,346,344.65,342.25,1340716,458863008.1,20441,660817,49.29
BHARTIARTL,EQ,21-04-2017,342.75,342,346,340.3,342,342.8,343.35,1352040,464217602.4,27997,478579,35.4
BHARTIARTL,EQ,20-04-2017,339.95,342,343.8,338.05,341.55,342.75,341.09,1890096,644694003.3,24442,1187548,62.83
BHARTIARTL,EQ,19-04-2017,338.8,339.4,341.75,332.75,341,339.95,337.36,2504964,845080005.9,37123,1515310,60.49
BHARTIARTL,EQ,18-04-2017,341.3,340,343.35,336.3,339.3,338.8,339.56,5561549,1888456043,48841,3129213,56.27
BHARTIARTL,EQ,17-04-2017,340.25,342.8,343.3,338.4,340.55,341.3,340.65,1882937,641413141.7,21300,548659,29.14
BHARTIARTL,EQ,13-04-2017,350.8,350,353.5,339.25,341.9,340.25,342.89,5907728,2025686027,25968,2983609,50.5
BHARTIARTL,EQ,12-04-2017,350.2,347,353.9,345.35,352.3,350.8,350,2279495,797825212.6,33843,1125534,49.38
BHARTIARTL,EQ,11-04-2017,345.7,343,355.75,342.85,350.7,350.2,350.07,2097727,734352786.7,32823,1084689,51.71
BHARTIARTL,EQ,10-04-2017,344.7,348.3,348.4,342.05,345.2,345.7,345.4,1381119,477038977.4,24715,592569,42.9
BHARTIARTL,EQ,07-04-2017,341.8,344.05,350.45,341.75,344.85,344.7,348.05,5720486,1991025746,33227,3220944,56.31
BHARTIARTL,EQ,06-04-2017,344.5,343,343,337.6,341.6,341.8,340.93,2174170,741239067.8,29305,845228,38.88
BHARTIARTL,EQ,05-04-2017,341.8,342.95,347.25,339.1,343.15,344.5,343.74,4230271,1454117678,84736,2596540,61.38
BHARTIARTL,EQ,03-04-2017,350.05,346,346,336.25,342,341.8,340.11,6609750,2248026145,54245,3998722,60.5
BHARTIARTL,EQ,31-03-2017,351.2,350,352.3,345,348.25,350.05,347.96,5215911,1814949026,57122,3579248,68.62
BHARTIARTL,EQ,30-03-2017,344.85,344.85,352.4,342.2,347.7,351.2,349.03,3916104,1366820998,42223,2601698,66.44
BHARTIARTL,EQ,29-03-2017,340.75,342.5,346.4,341.2,345.6,344.85,343.38,8855391,3040765114,55484,7207668,81.39
BHARTIARTL,EQ,28-03-2017,338.7,340.9,343.5,338.6,340,340.75,341.04,2087407,711891734.8,37168,1139023,54.57
BHARTIARTL,EQ,27-03-2017,340.5,340,341.85,335.15,339.65,338.7,338.52,2895389,980142628.9,37776,1689697,58.36
BHARTIARTL,EQ,24-03-2017,338.5,341.4,347.7,338.2,339.05,340.5,341.99,4784560,1636274017,70967,2236447,46.74
BHARTIARTL,EQ,23-03-2017,338.2,338.8,341.7,335.55,338.05,338.5,338.45,4291861,1452573865,80547,3037352,70.77
BHARTIARTL,EQ,22-03-2017,349.9,347,348.5,325.8,338,338.2,338.83,8071204,2734797960,90749,4917086,60.92
BHARTIARTL,EQ,21-03-2017,349.4,349,351.8,345.05,351.5,349.9,348.16,2263133,787933426.3,42231,1124932,49.71
BHARTIARTL,EQ,20-03-2017,346.85,346,352.3,339.25,349.5,349.4,346.31,4270022,1478767838,42533,1324600,31.02
BHARTIARTL,EQ,17-03-2017,360.65,361.15,363,344,344.6,346.85,350.41,5748783,2014422625,67764,3006068,52.29
BHARTIARTL,EQ,16-03-2017,363.2,364,365.6,359.1,360.6,360.65,360.71,2407103,868268433.6,34944,979900,40.71
BHARTIARTL,EQ,15-03-2017,361.1,360,366.15,356.2,362.2,363.2,361.76,6660091,2409358847,58200,3548789,53.28
BHARTIARTL,EQ,14-03-2017,364.9,366,369.8,358.6,362.25,361.1,361.53,5336687,1929365490,60722,3377399,63.29
BHARTIARTL,EQ,10-03-2017,360.2,360.85,366.5,359.95,364.9,364.9,363.52,2090743,760023113.4,30286,1130841,54.09
BHARTIARTL,EQ,09-03-2017,360.7,359.85,361.9,356.65,361.6,360.2,359.82,1175441,422947616.6,27462,521956,44.41
BHARTIARTL,EQ,08-03-2017,361.1,360.2,364.1,358.5,360.3,360.7,361.02,2725867,984100226,40179,1532622,56.23
BHARTIARTL,EQ,07-03-2017,361.5,361,362.45,356.35,360.2,361.1,359.91,2858176,1028694256,41770,1812201,63.4
BHARTIARTL,EQ,06-03-2017,356.15,360,364,357.2,361.15,361.5,360.49,2976688,1073065174,42418,1259542,42.31
BHARTIARTL,EQ,03-03-2017,356.85,356.85,361.5,353.3,356.4,356.15,356.52,3624580,1292227676,47942,1975795,54.51
BHARTIARTL,EQ,02-03-2017,362.75,364,366,352.2,355.35,356.85,359.34,4197805,1508449610,61040,2081236,49.58
BHARTIARTL,EQ,01-03-2017,365.15,368.55,368.85,361.45,362.7,362.75,363.2,3448583,1252522366,36066,1884673,54.65
BHARTIARTL,EQ,28-02-2017,355.7,357,373.1,356.4,368.55,365.15,362.76,12156357,4409890539,128765,5578756,45.89
BHARTIARTL,EQ,27-02-2017,366.25,367,367.45,352.55,356.6,355.7,358.03,9082281,3251744517,98141,5176833,57
BHARTIARTL,EQ,23-02-2017,361,371,401,363.7,366.4,366.25,378.59,35600168,13477887309,291167,13362113,37.53
BHARTIARTL,EQ,22-02-2017,362.85,362.9,372.5,359.1,361.8,361,364.31,6787592,2472799106,112015,3692927,54.41
BHARTIARTL,EQ,21-02-2017,375.35,372.1,377.9,359.5,360.85,362.85,366.94,6334134,2324234137,59643,2575354,40.66
BHARTIARTL,EQ,20-02-2017,369.5,370.15,379,370.15,373.9,375.35,376.4,3493398,1314922337,41189,1848600,52.92
BHARTIARTL,EQ,17-02-2017,365.7,367,372.2,362.3,370,369.5,367.01,2299853,844073253,38477,1172526,50.98
BHARTIARTL,EQ,16-02-2017,365.3,361.3,368.9,360.3,365.85,365.7,366.18,3650069,1336585770,44864,2583794,70.79
BHARTIARTL,EQ,15-02-2017,368.95,369.9,372.5,360.1,364.75,365.3,366.54,3582028,1312968506,42877,1467085,40.96
BHARTIARTL,EQ,14-02-2017,358.05,357.5,369.9,355,368.65,368.95,363.89,4271242,1554260831,68778,2596541,60.79
BHARTIARTL,EQ,13-02-2017,357.55,353.45,360,353.35,358,358.05,357.12,3306745,1180920833,30410,2516321,76.1
BHARTIARTL,EQ,10-02-2017,355.25,357,360.4,355.05,356.45,357.55,357.3,1986275,709695120.8,26454,1252170,63.04
BHARTIARTL,EQ,09-02-2017,352.2,352.05,357,350.8,356,355.25,354.39,1842114,652828725.7,50759,994683,54
BHARTIARTL,EQ,08-02-2017,353.15,355,355.85,346.9,352,352.2,350.57,4405681,1544508031,54679,3519709,79.89
BHARTIARTL,EQ,07-02-2017,355.25,354.2,358.8,350.8,353.8,353.15,354.43,3660915,1297555060,53325,2757625,75.33
BHARTIARTL,EQ,06-02-2017,353.8,354,356.95,352.65,355.6,355.25,354.78,1355896,481050410.4,32194,705460,52.03
BHARTIARTL,EQ,03-02-2017,353.3,353.3,362,352.2,353.5,353.8,355.18,2399709,852337088.4,32988,1004481,41.86
BHARTIARTL,EQ,02-02-2017,345.1,345,359.8,344.25,353.4,353.3,354.1,6277232,2222768548,80196,3392529,54.04
BHARTIARTL,EQ,01-02-2017,348.2,346,349.9,340.15,345.25,345.1,345.96,3698745,1279615427,39185,1753044,47.4
BHARTIARTL,EQ,31-01-2017,345.65,349.05,353,343.05,348.5,348.2,348.73,10573672,3687307963,121857,5281756,49.95
BHARTIARTL,EQ,30-01-2017,323.75,323.1,369.95,322.1,346.4,345.65,349.85,20946162,7327928573,178143,7095457,33.87
BHARTIARTL,EQ,27-01-2017,311.35,310.3,328,310.3,327.55,323.75,319.2,3191346,1018683098,37469,1258272,39.43
BHARTIARTL,EQ,25-01-2017,316.5,305,314.7,305,312.3,311.35,309.82,13456858,4169175949,145325,6097001,45.31
BHARTIARTL,EQ,24-01-2017,319.65,318,319,314.65,316.2,316.5,316.21,2157238,682142148.1,33873,977090,45.29
BHARTIARTL,EQ,23-01-2017,320.55,321,322,315.4,319.7,319.65,318.68,1789247,570193841.7,24829,836568,46.76
BHARTIARTL,EQ,20-01-2017,317.1,314.05,327.5,314.05,320.7,320.55,321.95,3411157,1098232726,40906,1610691,47.22
BHARTIARTL,EQ,19-01-2017,313.9,314,322.6,311,316.85,317.1,318.19,2277346,724638450.1,33472,1012692,44.47
BHARTIARTL,EQ,18-01-2017,318.5,318,318.8,311.25,314,313.9,313.75,3307754,1037798085,35368,2330257,70.45
BHARTIARTL,EQ,17-01-2017,318.6,318.9,319.8,317.1,317.8,318.5,318.17,1848476,588122137.3,22559,1277159,69.09
BHARTIARTL,EQ,16-01-2017,320.2,320,323.4,317.3,318.05,318.6,319.88,1686878,539591842.6,40798,940546,55.76
BHARTIARTL,EQ,13-01-2017,321.8,322.4,325,316,320.9,320.2,320.65,2356032,755471350.6,35221,1070601,45.44
BHARTIARTL,EQ,12-01-2017,322.75,323.45,325.35,320,322,321.8,322.5,1514369,488386699.4,22801,538909,35.59
BHARTIARTL,EQ,11-01-2017,320.1,321.1,324.65,318.8,322.95,322.75,321.95,2352071,757243131.8,45769,1361594,57.89
BHARTIARTL,EQ,10-01-2017,317.95,319,321,317.05,319.25,320.1,319.29,953689,304500437.6,17630,525107,55.06
BHARTIARTL,EQ,09-01-2017,319.75,320.6,321.4,316.2,320,317.95,318.3,2374918,755938626.5,23827,1715151,72.22
BHARTIARTL,EQ,06-01-2017,321.1,319.15,330,318.3,320,319.75,322.43,2394583,772089860.9,39991,1346470,56.23
BHARTIARTL,EQ,05-01-2017,313.9,313.15,323,310.05,323,321.1,317.63,3846820,1221853324,49843,2336648,60.74
BHARTIARTL,EQ,04-01-2017,304.45,302.4,315.2,299.15,313.4,313.9,305.47,5205848,1590236922,49622,2848903,54.73
BHARTIARTL,EQ,03-01-2017,311,311.95,313.95,300,300.95,304.45,307.15,2961851,909723129.4,24249,1632981,55.13
BHARTIARTL,EQ,02-01-2017,305.65,303.1,312,303.1,310.3,311,309.79,1480996,458799031.3,20158,651892,44.02
BHARTIARTL,EQ,30-12-2016,303,301.3,307.1,300.1,305.65,305.65,302.86,1761999,533635195.9,44259,1032913,58.62
BHARTIARTL,EQ,29-12-2016,299.5,301.4,304.45,297.5,304,303,301.65,3200839,965518473.6,47226,1909780,59.66
BHARTIARTL,EQ,28-12-2016,299.6,299,303.1,296.8,298.95,299.5,299.58,2613061,782816811.5,52544,1434665,54.9
BHARTIARTL,EQ,27-12-2016,296.1,296,300.8,291.15,300.3,299.6,295.81,2296599,679366189.5,40991,1388504,60.46
BHARTIARTL,EQ,26-12-2016,295.55,294.5,297,288.7,296,296.1,293.69,2451002,719843402.4,27762,1567855,63.97
BHARTIARTL,EQ,23-12-2016,292.25,295.4,297.15,291.15,296.5,295.55,294.61,1845279,543644245.2,23265,976737,52.93
BHARTIARTL,EQ,22-12-2016,301.7,299.5,300.95,290.25,293.5,292.25,294.89,2844538,838813074.1,56797,1900129,66.8
BHARTIARTL,EQ,21-12-2016,302.55,304.1,306.35,300,301,301.7,303.11,2389833,724372712.8,71870,1555882,65.1
BHARTIARTL,EQ,20-12-2016,305.5,306,306.75,299.1,303.35,302.55,301.56,3241008,977365715.8,43798,2244986,69.27
BHARTIARTL,EQ,19-12-2016,310.25,310.4,311.5,304.1,306,305.5,306.95,3718597,1141432623,66230,2536128,68.2
BHARTIARTL,EQ,16-12-2016,318.45,319,319.6,308.45,309.6,310.25,312.27,3967065,1238795164,79700,2970275,74.87
BHARTIARTL,EQ,15-12-2016,322.6,320.8,322.35,317.5,318.55,318.45,319.21,2769795,884141499.2,82117,1549127,55.93
BHARTIARTL,EQ,14-12-2016,330,328.1,329.75,321.5,323.75,322.6,325.41,1335121,434465276.3,46465,699692,52.41
BHARTIARTL,EQ,13-12-2016,329.15,326,330.95,326,330,330,329.37,958820,315803677.8,25692,475622,49.6
BHARTIARTL,EQ,12-12-2016,332,329.5,330,326.55,327.45,329.15,328.83,698605,229724713.5,19879,294437,42.15
BHARTIARTL,EQ,09-12-2016,332.45,334.15,337.45,329.1,331.9,332,332.19,2385084,792305649.4,63908,1388423,58.21
BHARTIARTL,EQ,08-12-2016,328.15,330.8,334,328.4,333.7,332.45,331.95,1857785,616688152.8,30291,947775,51.02
BHARTIARTL,EQ,07-12-2016,328.85,329.7,334.95,325.1,328.05,328.15,329.81,2613278,861895569.8,48461,1313639,50.27
BHARTIARTL,EQ,06-12-2016,326.75,326.9,331.95,324.75,326,328.85,329.62,2832195,933543466.5,53928,1400680,49.46
BHARTIARTL,EQ,05-12-2016,318.6,317.5,328.65,317.5,327.7,326.75,325.23,2236218,727293813.7,40668,903454,40.4
BHARTIARTL,EQ,02-12-2016,318.2,315,321.3,314.3,318.45,318.6,318.57,1654720,527152021.8,23873,470897,28.46
BHARTIARTL,EQ,01-12-2016,324.6,324,324.8,313.55,319.55,318.2,319.04,6420823,2048478722,50165,2502829,38.98
BHARTIARTL,EQ,30-11-2016,324.85,325,326.8,323.8,324.4,324.6,324.9,4500415,1462207334,54474,3427624,76.16
BHARTIARTL,EQ,29-11-2016,318.8,320.8,326,316.8,324.8,324.85,322.96,4070382,1314564169,54035,2577190,63.32
BHARTIARTL,EQ,28-11-2016,301,301,321.2,301,321.2,318.8,314.22,4403979,1383809184,62878,2048696,46.52
BHARTIARTL,EQ,25-11-2016,302.4,302.9,306,298.65,301.25,301,300.86,1891865,569192333.5,57448,932203,49.27
BHARTIARTL,EQ,24-11-2016,300.55,301,304.7,298.4,300.6,302.4,301.14,4321906,1301506127,46430,3204306,74.14
BHARTIARTL,EQ,23-11-2016,303.95,305.45,308.25,299.15,301,300.55,301.98,1775708,536229123,36468,806697,45.43
BHARTIARTL,EQ,22-11-2016,299.5,301,305.45,295,304.95,303.95,300.24,2998820,900361970.2,38865,1902855,63.45
BHARTIARTL,EQ,21-11-2016,303.75,304.4,305.55,297.45,300,299.5,299.59,1645883,493086286,15372,906313,55.07
BHARTIARTL,EQ,18-11-2016,297.15,298.4,304.45,295.25,303.2,303.75,300.87,3281707,987371293.8,36966,1913094,58.3
BHARTIARTL,EQ,17-11-2016,309.65,311.4,315.6,295.15,298.55,297.15,302.74,3818257,1155958111,51147,1666046,43.63
BHARTIARTL,EQ,16-11-2016,302.65,305.05,311.35,303.3,308,309.65,308.22,2475716,763056713.4,38159,1555627,62.84
BHARTIARTL,EQ,15-11-2016,301.4,303,304.9,294,304,302.65,299.26,2806881,839988929.2,70563,1700998,60.6
BHARTIARTL,EQ,11-11-2016,308.65,304,307.95,298.35,302.2,301.4,301.46,1699888,512442351.1,29291,823174,48.43
BHARTIARTL,EQ,10-11-2016,301,305,314.1,303.25,309.9,308.65,309.89,2875894,891214642,43748,1679461,58.4
BHARTIARTL,EQ,09-11-2016,304.9,288,305,283.05,300.65,301,296.83,5110029,1516810910,38927,2942012,57.57
BHARTIARTL,EQ,08-11-2016,305.6,306.6,306.75,301,304.2,304.9,303.95,1376855,418497097.7,29874,587767,42.69
BHARTIARTL,EQ,07-11-2016,306.7,311.9,311.9,303.7,304.9,305.6,306.29,1664774,509901056.6,30196,1064440,63.94
BHARTIARTL,EQ,04-11-2016,308.95,309.75,310.55,304.05,305.5,306.7,306.72,2141519,656843480.1,57970,1172263,54.74
BHARTIARTL,EQ,03-11-2016,309.6,309,315.35,305.3,309.75,308.95,310,2693912,835118518.9,44137,1299500,48.24
BHARTIARTL,EQ,03-11-2016,309.6,309,315.35,305.3,309.75,308.95,310,2693912,835118518.9,44137,1299500,48.24
BHARTIARTL,EQ,02-11-2016,317.45,315.5,315.6,308.65,309.4,309.6,312.9,2002267,626519299.9,29328,1320687,65.96
BHARTIARTL,EQ,02-11-2016,317.45,315.5,315.6,308.65,309.4,309.6,312.9,2002267,626519299.9,29328,1320687,65.96
BHARTIARTL,EQ,01-11-2016,318.7,318,320.7,316.25,317,317.45,317.79,2161829,687010392.9,62040,1386160,64.12
BHARTIARTL,EQ,01-11-2016,318.7,318,320.7,316.25,317,317.45,317.79,2161829,687010392.9,62040,1386160,64.12
BHARTIARTL,EQ,30-10-2016,318.85,319,321.5,318.05,318.7,318.7,319.44,195586,62478174.95,2102,78566,40.17
BHARTIARTL,EQ,28-10-2016,323.1,322.95,322.95,318.25,318.95,318.85,319.54,1411617,451073532.3,16433,643950,45.62
BHARTIARTL,EQ,27-10-2016,317.7,314.55,325.65,313.6,322.65,323.1,321,5061205,1624633768,34183,2967913,58.64
BHARTIARTL,EQ,26-10-2016,311.8,315,322.9,314.8,316.75,317.7,318.91,5893311,1879447709,59477,2351077,39.89
BHARTIARTL,EQ,25-10-2016,306.65,303.5,312.4,301.7,311.4,311.8,306.83,3627374,1112973226,48235,1897154,52.3
BHARTIARTL,EQ,24-10-2016,309.75,306.35,308,303.65,306.4,306.65,306.18,1969377,602991199.3,26915,906506,46.03
BHARTIARTL,EQ,21-10-2016,309.1,311.4,311.4,305.6,309.2,309.75,308.3,2129413,656507090.6,28253,1401174,65.8
BHARTIARTL,EQ,20-10-2016,306.95,307.1,310.5,305,309.6,309.1,308.22,4768039,1469609145,38139,3533536,74.11
BHARTIARTL,EQ,19-10-2016,306.65,306.65,309.45,304,307.05,306.95,306.76,4572957,1402806488,47844,2861391,62.57
BHARTIARTL,EQ,18-10-2016,301.3,302,308,297.05,307.9,306.65,301.91,4599085,1388495945,74403,2840771,61.77
BHARTIARTL,EQ,17-10-2016,305.4,305.4,305.85,296.25,301.5,301.3,300.35,3406493,1023133931,79143,1596078,46.85
BHARTIARTL,EQ,14-10-2016,306.75,307.9,307.9,302.4,305.8,305.4,304.32,4894941,1489636480,85319,3505421,71.61
BHARTIARTL,EQ,13-10-2016,315.9,312.95,313.9,305.5,306.45,306.75,309.9,3100457,960833883.9,73509,1963986,63.35
BHARTIARTL,EQ,10-10-2016,319.45,318.1,319.9,315,315.55,315.9,316.28,2421849,765983978.3,42980,1514442,62.53
BHARTIARTL,EQ,07-10-2016,322.3,322.6,324.45,317.2,319.35,319.45,320.11,1331294,426154014.5,36290,516789,38.82
BHARTIARTL,EQ,06-10-2016,321.7,324.95,325.25,319.1,321.45,322.3,322.36,1569393,505909857.9,33622,587548,37.44
BHARTIARTL,EQ,05-10-2016,324,322,326.15,320.6,322,321.7,323.88,1297532,420246969.7,46362,627342,48.35
BHARTIARTL,EQ,04-10-2016,318.7,317.5,324.85,316.1,323.3,324,321.1,2621167,841661589.6,50331,1484209,56.62
